title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
COVID-19-Infektionsquote im Bau- und Reinigungsgewerbe,Lokal/Regional,Multilokal,Deutschland,,,,,,15 arbeitsmedizinische Zentren bundesweit,Arbeitsmedizinischer Dienst der Berufsgenossenschaft für Bauwirtschaft GmbH,,,,,,,,Arbeitsmedizinischer Dienst der Berufsgenossenschaft für Bauwirtschaft GmbH,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024860,,Querschnitt,"Nicht-systemrelevante Arbeitende, Arbeitslose","Beschäftigte des Bau- und Reinigungsgewerbes, die einen arbeitsmedizinischen Vorsorgetermin wahrnehmen",Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,3000,2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Durchführung von Testungen für den Nachweis des Vorliegens einer Infektion mit dem Coronavirus SARS-CoV-2 bei pädagogischem Personal an Schulen und Kindergärten sowie bei Schülerinnen, Schülern und Kitakindern im Landkreis Vorpommern-Greifswald mit wissenschaftlicher Begleitung (COKITs)",Lokal/Regional,Mecklenburg-Vorpommern,Vorpommern-Greifswald,,,,,,Landkreis Vorpommern-Greifswald,Universitätsmedizin Greifswald,Friedrich-Loeffler-Institut,Friedrich-Loeffler-Institut für Medizinische Mikrobiologie,"Friedrich-Loeffler-Institut, Zentralbereich Hygiene",,,,,"Universitätsmedizin Greifswald, Friedrich-Loeffler-Institut für Medizinische Mikrobiologie und Zentralbereich Hygiene",https://clinicaltrials.gov/ct2/show/NCT04619407,http://www2.medizin.uni-greifswald.de/mikrobio/index.php?id=556,Längsschnitt/Prospektive Kohortenstudie,"Schule, Kindertagesstätte","Pädagogisches Personal, Kitakinder sowie Schülerinnen und Schüler im Landkreis Vorpommern-Greifswald",Besondere Bevölkerungsgruppen,Mehrere,67,3,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,100,2020-11-04,2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SARS-CoV-2 IgG-Screening bei asymptomatischen ambulanten Patienten ",Lokal/Regional,Nordrhein-Westfalen,Bochum,,,,,,Bochum,"Innere Medizin und Labormedizin; Prof. Dr. Herrmann, Bochum",,,,,,,,"Innere Medizin und Labormedizin; Prof. Dr. Herrmann, Bochum",,,Querschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,Asymptomatische Patientinnen und Patienten in einer ambulaten Arztpraxis,Besondere Bevölkerungsgruppen,Mehrere,78,10,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,400,2020-03-26,2020-06-04,https://dx.doi.org/10.1007%2Fs15006-020-0750-y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assessment, Surveillance and Testing in Students' Accommodations (SARS-CoV-2 ASTA)",Lokal/Regional,Nordrhein-Westfalen,Bochum,,,,,,Bochum,Ruhr-Universität Bochum,St. Josef Hospital Bochum,"Medizinische Klinik I, Ruhr-Universität Bochum","Abteilung für medizinische Informatik, Biometrie und Epidemiologie, Ruhr-Universität Bochum","Abteilung für Molekulare und Medizinische Virologie, Ruhr-Universität Bochum",,,,"Ruhr-Universität Bochum, St. Josef Hospital Bochum, Medizinische Klinik I, Abteilung für medizinische Informatik, Biometrie und Epidemiologie, Abteilung für Molekulare und Medizinische Virologie",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024143,https://news.rub.de/presseinformationen/wissenschaft/2020-10-13-covid-19-forschung-studie-zum-ansteckungsrisiko-von-studierenden-mit-sars-cov-2,Wiederholte Querschnitte,Studierende,Studierende in Wohnheimen,Besondere Bevölkerungsgruppen,Erwachsene,39,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,800,2020-11-02,2021-02-15,https://doi.org/10.3390/covid1010029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prospective Longitudinal Serosurvey of Health Care Workers in the First Wave of the SARS-CoV-2 Pandemic in a Quaternary Care Hospital in Munich, Germany",Lokal/Regional,Bayern,München,,,,,,München,Ludwig-Maximilians-Universität (LMU) München,,,,,,,,Ludwigs-Maximilians-Universität München,,,Längsschnitt/Prospektive Kohortenstudie,Gesundheitspersonal (HCW) und Pflegende,Mitarbeitende aus vier verschiedenen Organisationseinheiten des Krankenhauses,Besondere Bevölkerungsgruppen,Erwachsene,69,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,300,2020-03-24,2020-07-07,https://doi.org/10.1093/cid/ciaa1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serokonversion gegen SARS-CoV-2 bei Beschäftigten in ambulanten Pflegeeinrichtungen: Inzidenz, Klinik und Risikofaktoren",Lokal/Regional,Hamburg,Hamburg,,,,,,Hamburg,"Universitätsklinikum Hamburg-Eppendorf, Competenzzentrum Epidemiologie und Versorgungsforschung bei Pflegeberufen (CVcare)","Universitätsklinikum Hamburg-Eppendorf, Zentralinstitut für Arbeitsmedizin und Maritime Medizin",Universitätsklinikum Hamburg-Eppendorf (UKE),,,,,,"Competenzzentrum Epidemiologie und Versorgungsforschung bei Pflegeberufen (CVcare) und Zentralinstitut für Arbeitsmedizin und Maritime Medizin, Universitätsklinikum Hamburg-Eppendorf",,https://www.uke.de/kliniken-institute/institute/versorgungsforschung-in-der-dermatologie-und-bei-pflegeberufen/bereiche/cvcare/cvcare-projektseite.html,Längsschnitt/Prospektive Kohortenstudie,Gesundheitspersonal (HCW) und Pflegende,Beschäftigte in ambulanten Pflegediensten,Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,600,2020-06-15,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untersuchung der Durchseuchung mit SARS-CoV-2 bei Kindern und Jugendlichen in Vorpommern (COVIDKID Vorpommern),Lokal/Regional,Mecklenburg-Vorpommern,Vorpommern,,,,,,Vorpommern,Universitätsmedizin Greifswald,Kinderportalpraxisklinik Wolgast,Asklepios Klinik Pasewalk,Sana Krankenhaus Rügen Bergen,Helios Hanseklinikum Stralsund,Kreiskrankenhaus Demmin,Ameos Klinikum Anklam,University Medicine Greifswald,Klinik und Poliklinik für Kinder- und Jugenmedizin der Universitätsmedizin Greifswald; Kinderportalpraxisklinik Wolgast; Klinik für Kinder- und Jugendmedizin der Asklepios Klinik Pasewalk; Kinderklinik Sana Krankenhaus Rügen Bergen; Klinik für Kinder- und Jugendmedizin Helios Hanseklinikum Stralsund; Klinik für Kinder- und Jugendmedizin Kreiskrankenhaus Demmin; Klinik für Kinder- und Jugendmedizin Ameos Klinikum Anklam,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024635,,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,Ambulant behandelte Kinder und Jugendliche in den Kinderkliniken und Arztpraxen Vorpommerns,Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,1,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,4000,2020-12-10,,"https://www.ndr.de/nachrichten/mecklenburg-vorpommern/Corona-Studie-Die-meisten-Jugendlichen-haben-Antikoerper,coronazahlen1848.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studie zur Untersuchung des Corona-Infektionsrisikos (COVID-19) im öffentlichen Personen-Nahverkehr,Lokal/Regional,Hessen,Rhein-Main-Gebiet,,,,,,Rhein-Main-Gebiet,Charité Research Organisation GmbH,INFRA DIALOG Deutschland GmbH,,,,,,,Charité Research Organisation GmbH/ INFRA DIALOG Deutschland GmbH,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024104,,Längsschnitt/Prospektive Kohortenstudie,ÖPNV - und andere Pendler,"Pendelnde, die den öffentlichen Nahverkehr oder das private Fahrzeug nutzen",Besondere Bevölkerungsgruppen,Mehrere,65,16,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,800,2020-02-15,2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freder1k-Studie: Typ-1-Diabetes-Risiko früh erkennen,Lokal/Regional,Bayern,Bayern,,,,,,Bayern,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,,Wiederholte Querschnitte,Wohnbevölkerung,"Teilnehmende Neugeborene der Freder1k-Studie (Neugeborenenkohorte zur Früherkennung des Typ-1-Diabetes) ",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,1,0,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,1900,2020-04-15,2020-06-15,https://doi.org/10.1016/j.medj.2020.10.003,,,,,Gesamtseroprävalenz teilnehmender Neugeborene der Freder1k-Studie (Neugeborenenkohorte zur Früherkennung des Typ-1-Diabetes) für den Zeitraum April bis Juni 2020,https://doi.org/10.1016/j.medj.2020.10.003,2021-02-12,Peer-reviewed Publikation,Kapillarblut,Mehrere,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,,0.973,1,0.0047,,,,2021-10-17,
Freder1k-Studie: Typ-1-Diabetes-Risiko früh erkennen,Lokal/Regional,Bayern,Bayern,,,,,,Bayern,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,,Querschnitt,Wohnbevölkerung,Teilnehmende Neugeborene der Freder1k-Studie (Neugeborenenkohorte zur Früherkennung des Typ-1-Diabetes) April 2020,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,1,0,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,800,2020-04-15,2020-04-30,,,,,,Seroprävalenz teilnehmender Neugeborene der Freder1k-Studie (Neugeborenenkohorte zur Früherkennung des Typ-1-Diabetes) für den Zeitraum April 2020,https://doi.org/10.1016/j.medj.2020.10.003,2021-02-12,Peer-reviewed Publikation,Kapillarblut,Mehrere,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,,0.973,1,0.0013,0,0.0073,2021-09-24,2021-10-17,
Freder1k-Studie: Typ-1-Diabetes-Risiko früh erkennen,Lokal/Regional,Bayern,Bayern,,,,,,Bayern,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,,Querschnitt,Wohnbevölkerung,Teilnehmende Neugeborene der Freder1k-Studie (Neugeborenenkohorte zur Früherkennung des Typ-1-Diabetes) Mai 2020,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,1,0,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,800,2020-05-15,2020-05-15,,,,,,Seroprävalenz teilnehmender Neugeborene der Freder1k-Studie (Neugeborenenkohorte zur Früherkennung des Typ-1-Diabetes) für den Zeitraum Mai 2020,https://doi.org/10.1016/j.medj.2020.10.003,2021-02-12,Peer-reviewed Publikation,Kapillarblut,Mehrere,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,,0.973,1,0.0038,0.0008,0.0111,2021-09-24,2021-10-17,
Freder1k-Studie: Typ-1-Diabetes-Risiko früh erkennen,Lokal/Regional,Bayern,Bayern,,,,,,Bayern,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,,Querschnitt,Wohnbevölkerung,Teilnehmende Neugeborene der Freder1k-Studie (Neugeborenenkohorte zur Früherkennung des Typ-1-Diabetes) Juni 2020,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,1,0,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,400,2020-06-15,2020-06-30,,,,,,Seroprävalenz teilnehmender Neugeborene der Freder1k-Studie (Neugeborenenkohorte zur Früherkennung des Typ-1-Diabetes) für den Zeitraum Juni 2020,https://doi.org/10.1016/j.medj.2020.10.003,2021-02-12,Peer-reviewed Publikation,Kapillarblut,Mehrere,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,,0.973,1,0.0133,0.0043,0.0308,2021-09-24,2021-10-17,
SARS-CoV-2 seroconversions and chains of infection in healthcare professionals in a German maximum care provider (The CoSHeP study),Lokal/Regional,Nordrhein-Westfalen,Bonn,,,,,,Bonn,Universitätsklinikum Bonn,"Universitätsklinikum Bonn, Medizinische Klinik I","Universitätsklinikum Bonn, Infektiologische Ambulanz",,,,,,"Universitätsklinikum Bonn, Medizinische Klinik I, Infektiologische Ambulanz",,,Längsschnitt/Prospektive Kohortenstudie,Gesundheitspersonal (HCW) und Pflegende,"Mitarbeitende der Notaufnahme, der internistischen Intensivstation, der Station für Infektionskrankheiten und der Infektionsambulanz",Besondere Bevölkerungsgruppen,Erwachsene,68,19,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,200,2020-05-15,2021-01-15,https://doi.org/10.1007/s15010-021-01641-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tests zur Untersuchung von SARS-CoV-2 Inzidenz, Krankheitsverlauf und Prävalenz im Land Brandenburg (Test-SARS-CoV-2-BB)",Lokal/Regional,Brandenburg,Brandenburg/Havel,Neuruppin,,,,,Brandenburg/Havel und Neuruppin,Medizinische Hochschule Brandenburg - Theodor Fontane,,,,,,,,Medizinische Hochschule Brandenburg - Theodor Fontane,,,Längsschnitt/Prospektive Kohortenstudie,Gesundheitspersonal (HCW) und Pflegende,Medizinisches Personal der Universitätskliniken in Brandenburg an der Havel und Neuruppin,Besondere Bevölkerungsgruppen,Erwachsene,65,19,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1000,2020-03-30,2020-04-07,https://doi.org/10.3390/healthcare9050498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARS-CoV-2 Seroprevalence among Health Care Workers—A Voluntary Screening Study in a Regional Medical Center in Southern Germany,Lokal/Regional,Baden-Württemberg,Ortenaukreis,,,,,,Ortenaukreis,Institut für Mikrobiologie der Bundeswehr,,,,,,,,Institut für Mikrobiologie der Bundeswehr,,,Querschnitt,Gesundheitspersonal (HCW) und Pflegende,"Medizinisches Personal mit direktem Kontakt zu laborbestätigten COVID-19 Patienten aus dem Ortenau-Klinikum Offenburg, aus verschiedenen Arztpraxen sowie einer Apotheke der Region",Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,200,2020-04-02,2020-04-08,https://doi.org/10.3390/ijerph18083910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SARS‑CoV‑2 seroprevalence among healthcare workers at children’s hospital ",Lokal/Regional,Hamburg,Hamburg,,,,,,"Hamburg, Altona",Altonaer Kinderkrankenhaus,Universitätsklinikum Hamburg-Eppendorf (UKE),,,,,,," Altonaer Kinderkrankenhaus, Universität Hamburg",,,Querschnitt,Gesundheitspersonal (HCW) und Pflegende,Beschäftigte des Altonaer Kinderkrankenhauses,Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,600,2020-08-19,2020-09-18,https://doi.org/10.1007/s12519-021-00447-8,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-02,,
All-Corona-Care-Studie (ACC-Studie),Lokal/Regional,Bayern,München,,,,,,München,Max von Pettenkofer-Institut,Ludwig-Maximilians-Universität (LMU) München,Medizinische Klinik und Poliklinik I der Ludwigs-Maximilians-Universität (LMU),,,,,,"Max von Pettenkofer-Institut, Medizinische Klinik und Poliklinik I der Ludwigs-Maximilians-Universität (LMU) München",,https://www.lmu-klinikum.de/aktuelles/pressemitteilungen/grosse-all-corona-care-studie-am-lmu-klinikum/7f18eb645e957774,Querschnitt,Gesundheitspersonal (HCW) und Pflegende,Beschäftigte der Ludwig-Maximilians Universität (LMU) München,Besondere Bevölkerungsgruppen,Erwachsene,,,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,7600,2020-05-27,2020-08-12,https://doi.org/10.1007/s15010-021-01672-z,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-04,,
COVID-19-Pandemie-bedingte Belastungen und SARS-CoV-2-Prävalenz in Pflegeeinrichtungen,Lokal/Regional,Baden-Württemberg,Ulm,Alb-Donau-Kreis,,,,,"Ulm, Alb-Donau-Kreis",Universitätsklinikum Ulm,,,,,,,,Universitätsklinikum Ulm,,,Querschnitt,Bewohnende von Alten/Pflegeheim,"Mitarbeitende, Bewohnerinnen und Bewohner aus 7 Pflegeeinrichtungen im Alb-Donau-Kreis und in der Großstadt Ulm",Besondere Bevölkerungsgruppen,Erwachsene,104,17,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,500,2020-07-27,2020-08-25,https://doi.org/10.1007/s00391-021-01931-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covid-19-Antibody-Level-Monitoring-Universitätsklinikum Augsburg (CALM-UKA),Lokal/Regional,Bayern,Augsburg,,,,,,Augsburg,Universitätsklinikum Augsburg,,,,,,,,Universitätsklinikum Augsburg,,,Längsschnitt/Prospektive Kohortenstudie,Gesundheitspersonal (HCW) und Pflegende,Beschäftigte des Universitätsklinikums Augsburg,Besondere Bevölkerungsgruppen,Erwachsene,82,17,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1500,2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niedrige Inzidenz von SARS-CoV‑2-Infektionen bei Krankenhausmitarbeitern eines Maximalversorgers,Lokal/Regional,Bayern,Regensburg,,,,,,Regensburg,Universitätsklinik Regensburg,,,,,,,,Universitätsklinik Regensburg,,,Längsschnitt/Prospektive Kohortenstudie,Gesundheitspersonal (HCW) und Pflegende,Mitarbeitende mit Kontakt zu und Versorgung von COVID-19 Patientinnen und Patienten,Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,200,2020-03-15,2021-02-15,https://doi.org/10.1007/s00063-021-00890-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01,
Prevalence of SARS-CoV-2 IgG antibodies among dental teams in Germany,Lokal/Regional,Multilokal,Berlin,Hamburg,Dresden,Stuttgart,Köln,Düsseldorf,"Berlin, Hamburg, Dresden, Stuttgart, Köln/Düsseldorf",Universitätsmedizin Greifswald,University Medicine Greifswald,,,,,,,"Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie Plastische Operationen, Universitätsmedizin Greifswald",,,Querschnitt,Gesundheitspersonal (HCW) und Pflegende,"Mitarbeitende in Zahnarztpraxen in Berlin, Hamburg, Dresden, Stuttgart und Köln/Düsseldorf",Besondere Bevölkerungsgruppen,Erwachsene,,,Nicht-zufällige Ziehung/convenience sample,Arztpraxen mit Teilnehmenden,2800,2021-01-15,2021-04-15,https://doi.org/10.1007/s00784-021-04363-z,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27,2022-02-01,
Combined Prospective Seroconversion and PCR Data of Selected Cohorts Indicate a High Rate of Subclinical SARS-CoV-2 Infections,Lokal/Regional,Niedersachsen,Hannover,Göttingen,,,,,"Hannover, Göttingen","Leibniz Universität Hannover, Institut für Technische Chemie",Leibniz Universität Hannover,,,,,,,"Institut für Technische Chemie, Leibniz Universität Hannover",,,Wiederholte Querschnitte,Andere Gruppen,"Mitarbeitende aus Universitäten, Schulen, der Stadtverwaltung Hannover, dem Theater, Mitarbeitende aus
einer biotechnologischen Firma in Göttingen, sowie Bewohnerinnen, Bewohner und Mitarbeitende zweier Pflegeheime in Hannover",Besondere Bevölkerungsgruppen,Mehrere,104,15,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1900,2020-04-15,2020-11-15,https://doi.org/10.1128/spectrum.01512-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-15,,
Cumulative Incidence of SARS-CoV-2 in Healthcare Workers at a General Hospital in Germany during the Pandemic—A Longitudinal Analysis,Lokal/Regional,Nordrhein-Westfalen,Eschweiler,,,,,,Eschweiler,St. Antonius Krankenhaus Eschweiler,,,,,,,,Klinik für Akut- und Notfallmedizin St. Antonius Krankenhaus Eschweiler,,,Längsschnitt/Prospektive Kohortenstudie,Gesundheitspersonal (HCW) und Pflegende,Medizinisches Personal des St. Antonius Klinikums Eschweiler,Besondere Bevölkerungsgruppen,Erwachsene,75,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1200,2020-04-15,2021-04-15,https://doi.org/10.1183/13993003.congress-2021.PA3187,https://doi.org/10.3390/ijerph19042429,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-10,
Prävalenz von COVID-19 bei Kindern in Baden-Württemberg - Stichprobe A,Lokal/Regional,Baden-Württemberg,Heidelberg,Ulm,Freiburg,Tübingen,,,"Heidelberg, Ulm, Freiburg, Tübingen",Universitätsklinikum Heidelberg,Universitätsklinikum Freiburg,Universitätsklinikum Ulm,Universitätsklinikum Tübingen,"Zentrum für Infektionskrankheiten und Zentrum für Kinder- und Jugendmedizin, Universitätsklinikum Heidelberg","Centrum für Chronische Immundefizienz im Zentrum für Translationale Zellforschung, Universitätsklinikum Freiburg","Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Ulm","Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Tübingen","Zentrum für Infektionskrankheiten und Zentrum für Kinder- und Jugendmedizin, Universitätsklinikum Heidelberg; Centrum für Chronische Immundefizienz im Zentrum für Translationale Zellforschung, Universitätsklinikum Freiburg; Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Ulm; Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Tübingen",,,Querschnitt,Wohnbevölkerung,Kinder von 1–10 Jahren,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,10,1,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,2482,2020-04-22,2020-05-15,,,,,,Seroprävalenz der Kinder von 1-10 Jahre,https://doi.org/10.1001/jamapediatrics.2021.0001,2021-01-22,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,EUROIMMUN,ROCHE,In-house,,,,,"EUROIMMUN, ROCHE, In-house",Adjustiert für Test-Güte,,,0.006,0.003,0.01,2021-08-20,2021-10-17,
Prävalenz von COVID-19 bei Kindern in Baden-Württemberg (COVID-19 BaWü) - Teil A,Lokal/Regional,Baden-Württemberg,Heidelberg,Ulm,Freiburg,Tübingen,,,"Heidelberg, Ulm, Freiburg, Tübingen",Universitätsklinikum Heidelberg,Universitätsklinikum Freiburg,Universitätsklinikum Ulm,Universitätsklinikum Tübingen,"Zentrum für Infektionskrankheiten und Zentrum für Kinder- und Jugendmedizin, Universitätsklinikum Heidelberg","Centrum für Chronische Immundefizienz im Zentrum für Translationale Zellforschung, Universitätsklinikum Freiburg","Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Ulm","Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Tübingen","Zentrum für Infektionskrankheiten und Zentrum für Kinder- und Jugendmedizin, Universitätsklinikum Heidelberg; Centrum für Chronische Immundefizienz im Zentrum für Translationale Zellforschung, Universitätsklinikum Freiburg; Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Ulm; Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Tübingen",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00021521,,Querschnitt,Wohnbevölkerung,Kinder von 1–10 Jahren und jeweils ein Elternteil,Allgemeinbevölkerung,Mehrere,,,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,2000,2020-04-22,2020-05-15,https://www.klinikum.uni-heidelberg.de/fileadmin/pressestelle/Kinderstudie/Prevalence_of_COVID-19_in_BaWu__.pdf,https://doi.org/10.1001/jamapediatrics.2021.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-27,
