title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_obtained,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
"SARS-CoV-2 IgG-Screening bei asymptomatischen ambulanten Patienten ",Local/Regional,North Rhine-Westphalia,Bochum,,,,,,Bochum,"Innere Medizin und Labormedizin; Prof. Dr. Herrmann, Bochum",,,,,,,,"Innere Medizin und Labormedizin; Prof. Dr. Herrmann, Bochum",,,Cross sectional,Persons seeking care for non-COVID reasons,Asymptomatic patients in an outpatient medical practice,Selected population groups,Multiple,78,10,Convenience sample,Participants,415,400,2020-03-26,2020-06-04,https://dx.doi.org/10.1007%2Fs15006-020-0750-y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assessment, Surveillance and Testing in Students' Accommodations (SARS-CoV-2 ASTA)",Local/Regional,North Rhine-Westphalia,Bochum,,,,,,Bochum,Ruhr-Universität Bochum,St. Josef Hospital Bochum,"Medizinische Klinik I, Ruhr-Universität Bochum","Abteilung für medizinische Informatik, Biometrie und Epidemiologie, Ruhr-Universität Bochum","Abteilung für Molekulare und Medizinische Virologie, Ruhr-Universität Bochum",,,,"Ruhr-Universität Bochum, St. Josef Hospital Bochum, Medizinische Klinik I, Abteilung für medizinische Informatik, Biometrie und Epidemiologie, Abteilung für Molekulare und Medizinische Virologie",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024143,https://news.rub.de/presseinformationen/wissenschaft/2020-10-13-covid-19-forschung-studie-zum-ansteckungsrisiko-von-studierenden-mit-sars-cov-2,Repeated cross-sectional,Students,Students in living in student halls,Selected population groups,Adults,39,18,Convenience sample,Participants,810,800,2020-11-02,2021-02-15,https://doi.org/10.3390/covid1010029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prospective Longitudinal Serosurvey of Health Care Workers in the First Wave of the SARS-CoV-2 Pandemic in a Quaternary Care Hospital in Munich, Germany",Local/Regional,Bavaria,Munich,,,,,,Munich,Ludwig-Maximilians-Universität (LMU) München,,,,,,,,Ludwigs-Maximilians-Universität München,,,Longitudinal/Prospectice cohort study,Healthcare workers and caregivers,Employees from four different organizational units of the hospital,Selected population groups,Adults,69,18,Convenience sample,Participants,300,300,2020-03-24,2020-07-07,https://doi.org/10.1093/cid/ciaa1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serokonversion gegen SARS-CoV-2 bei Beschäftigten in ambulanten Pflegeeinrichtungen: Inzidenz, Klinik und Risikofaktoren",Local/Regional,Hamburg,Hamburg,,,,,,Hamburg,"Universitätsklinikum Hamburg-Eppendorf, Competenzzentrum Epidemiologie und Versorgungsforschung bei Pflegeberufen (CVcare)","Universitätsklinikum Hamburg-Eppendorf, Zentralinstitut für Arbeitsmedizin und Maritime Medizin",Universitätsklinikum Hamburg-Eppendorf (UKE),,,,,,"Competenzzentrum Epidemiologie und Versorgungsforschung bei Pflegeberufen (CVcare) und Zentralinstitut für Arbeitsmedizin und Maritime Medizin, Universitätsklinikum Hamburg-Eppendorf",,https://www.uke.de/kliniken-institute/institute/versorgungsforschung-in-der-dermatologie-und-bei-pflegeberufen/bereiche/cvcare/cvcare-projektseite.html,Longitudinal/Prospectice cohort study,Healthcare workers and caregivers,Employees in outpatient care services,Selected population groups,Adults,,18,Convenience sample,Participants,,600,2020-06-15,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyzing the incidence of SARS-Cov-2 infected children and teenager in Western Pomerania,Local/Regional,Mecklenburg-Western Pomerania,Western Pomerania,,,,,,Western Pomerania,Universitätsmedizin Greifswald,Kinderportalpraxisklinik Wolgast,Asklepios Klinik Pasewalk,Sana Krankenhaus Rügen Bergen,Helios Hanseklinikum Stralsund,Kreiskrankenhaus Demmin,Ameos Klinikum Anklam,University Medicine Greifswald,Klinik und Poliklinik für Kinder- und Jugenmedizin der Universitätsmedizin Greifswald; Kinderportalpraxisklinik Wolgast; Klinik für Kinder- und Jugendmedizin der Asklepios Klinik Pasewalk; Kinderklinik Sana Krankenhaus Rügen Bergen; Klinik für Kinder- und Jugendmedizin Helios Hanseklinikum Stralsund; Klinik für Kinder- und Jugendmedizin Kreiskrankenhaus Demmin; Klinik für Kinder- und Jugendmedizin Ameos Klinikum Anklam,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024635,,Repeated cross-sectional,Persons seeking care for non-COVID reasons,Children and adolescents treated on an outpatient basis in the children's hospitals and medical practices of Western Pomerania,Selected population groups,Children/adolescents ≤18 years,17,1,Convenience sample,Participants,,4000,2020-12-10,,"https://www.ndr.de/nachrichten/mecklenburg-vorpommern/Corona-Studie-Die-meisten-Jugendlichen-haben-Antikoerper,coronazahlen1848.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Study to investigate the risk of Corona infection (COVID-19) in local public transport,Local/Regional,Hesse,Rhine-Main area,,,,,,Rhine-Main area,Charité Research Organisation GmbH,INFRA DIALOG Deutschland GmbH,,,,,,,Charité Research Organisation GmbH/ INFRA DIALOG Deutschland GmbH,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00024104,,Longitudinal/Prospectice cohort study,Travellers in public transport and other travellers,Commuters who use public transport or a private vehicle,Selected population groups,Multiple,65,16,Convenience sample,Participants,,800,2020-02-15,2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freder1k-Studie: Typ-1-Diabetes-Risiko früh erkennen,Local/Regional,Bavaria,Bavaria,,,,,,Bavaria,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,,Repeated cross-sectional,Household and Community Samples,Participating infants of the Freder1k study (cohort of infants for early detection of type 1 diabetes),General population,Children/adolescents ≤18 years,1,0,Cohort-sample - Sampling from existing cohort study in the general population,Participants,1916,1900,2020-04-15,2020-06-15,https://doi.org/10.1016/j.medj.2020.10.003,,,,,Total seroprevalence of participating infants of the Freder1k study (cohort of infants for early detection of type 1 diabetes) for the period from April to June 2020,https://doi.org/10.1016/j.medj.2020.10.003,2021-02-12,Peer-reviewed Publikation,capillary blood,multiple,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,,0.973,1,0.0047,,,,2021-10-17,
Freder1k-Studie: Typ-1-Diabetes-Risiko früh erkennen,Local/Regional,Bavaria,Bavaria,,,,,,Bavaria,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,,Cross sectional,Household and Community Samples,Participating infants of the Freder1k study (cohort of infants for early detection of type 1 diabetes) April 2020,General population,Children/adolescents ≤18 years,1,0,Cohort-sample - Sampling from existing cohort study in the general population,Participants,757,800,2020-04-15,2020-04-30,,,,,,Seroprevalence of participating infants of the Freder1k study (cohort of infants for early detection of type 1 diabetes) for the period of April 2020,https://doi.org/10.1016/j.medj.2020.10.003,2021-02-12,Peer-reviewed Publikation,capillary blood,multiple,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,,0.973,1,0.0013,0,0.0073,2021-09-24,2021-10-17,
Freder1k-Studie: Typ-1-Diabetes-Risiko früh erkennen,Local/Regional,Bavaria,Bavaria,,,,,,Bavaria,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,,Cross sectional,Household and Community Samples,Participating infants of the Freder1k study (cohort of infants for early detection of type 1 diabetes) May 2020,General population,Children/adolescents ≤18 years,1,0,Cohort-sample - Sampling from existing cohort study in the general population,Participants,784,800,2020-05-15,2020-05-15,,,,,,Seroprevalence of participating infants of the Freder1k study (cohort of infants for early detection of type 1 diabetes) for the period of May 2020,https://doi.org/10.1016/j.medj.2020.10.003,2021-02-12,Peer-reviewed Publikation,capillary blood,multiple,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,,0.973,1,0.0038,0.0008,0.0111,2021-09-24,2021-10-17,
Freder1k-Studie: Typ-1-Diabetes-Risiko früh erkennen,Local/Regional,Bavaria,Bavaria,,,,,,Bavaria,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,,Cross sectional,Household and Community Samples,Participating infants of the Freder1k study (cohort of infants for early detection of type 1 diabetes) June 2020,General population,Children/adolescents ≤18 years,1,0,Cohort-sample - Sampling from existing cohort study in the general population,Participants,375,400,2020-06-15,2020-06-30,,,,,,Seroprevalence of participating infants of the Freder1k study (cohort of infants for early detection of type 1 diabetes) for the period of June 2020,https://doi.org/10.1016/j.medj.2020.10.003,2021-02-12,Peer-reviewed Publikation,capillary blood,multiple,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,,0.973,1,0.0133,0.0043,0.0308,2021-09-24,2021-10-17,
SARS-CoV-2 seroconversions and chains of infection in healthcare professionals in a German maximum care provider (The CoSHeP study),Local/Regional,North Rhine-Westphalia,Bonn,,,,,,Bonn,Universitätsklinikum Bonn,"Universitätsklinikum Bonn, Medizinische Klinik I","Universitätsklinikum Bonn, Infektiologische Ambulanz",,,,,,"Universitätsklinikum Bonn, Medizinische Klinik I, Infektiologische Ambulanz",,,Longitudinal/Prospectice cohort study,Healthcare workers and caregivers,"Employees from emergency room, internal medicine intensive care unit, infectious diseases ward, and infectious diseases outpatient clinic",Selected population groups,Adults,68,19,Convenience sample,Participants,150,200,2020-05-15,2021-01-15,https://doi.org/10.1007/s15010-021-01641-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bicentric exploratory healthcare worker cohort study in two centers of a medical school in the federal state of Brandenburg in Germany (Test-SARS-CoV-2-BB),Local/Regional,Brandenburg,Brandenburg/Havel,Neuruppin,,,,,Brandenburg/Havel and Neuruppin,Brandenburg Medical School Theodor Fontane,,,,,,,,Brandenburg Medical School Theodor Fontane,,,Longitudinal/Prospectice cohort study,Healthcare workers and caregivers,Health care workers of the University Hospital in Brandenburg/Havel and Neuruppin,Selected population groups,Adults,65,19,Convenience sample,Participants,1013,1000,2020-03-30,2020-04-07,https://doi.org/10.3390/healthcare9050498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARS-CoV-2 Seroprevalence among Health Care Workers—A Voluntary Screening Study in a Regional Medical Center in Southern Germany,Local/Regional,Baden-Wuerttemberg,Ortenaukreis,,,,,,Ortenaukreis,Bundeswehr Institute of Microbiology in Munich,,,,,,,,Bundeswehr Institute of Microbiology in Munich,,,Cross sectional,Healthcare workers and caregivers,"Medical staff with direct contact to laboratory-confirmed COVID-19 patients from the Ortenau-Klinikum Offenburg, from various medical practices and from a pharmacy in the region",Selected population groups,Adults,,18,Convenience sample,Participants,198,200,2020-04-02,2020-04-08,https://doi.org/10.3390/ijerph18083910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SARS‑CoV‑2 seroprevalence among healthcare workers at children’s hospital ",Local/Regional,Hamburg,Hamburg,,,,,,"Hamburg, Altona","Altona Children’s Hospital, Universität Hamburg",,,,,,,,"Altona Children’s Hospital, Universität Hamburg",,,Cross sectional,Healthcare workers and caregivers,Employees of the Altona Children’s Hospital,Selected population groups,Adults,,18,Convenience sample,Participants,616,600,2020-08-19,2020-09-18,https://doi.org/10.1007/s12519-021-00447-8,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-02,,
All-Corona-Care-Studie (ACC-Studie),Local/Regional,Bavaria,Munich,,,,,,Munich,Max von Pettenkofer-Institut,Ludwig-Maximilians-Universität (LMU) München,Medizinische Klinik und Poliklinik I der Ludwigs-Maximilians-Universität (LMU),,,,,,"Max von Pettenkofer-Institut, Medizinische Klinik und Poliklinik I der Ludwigs-Maximilians-Universität (LMU) München",,https://www.lmu-klinikum.de/aktuelles/pressemitteilungen/grosse-all-corona-care-studie-am-lmu-klinikum/7f18eb645e957774,Cross sectional,Healthcare workers and caregivers,Employees of the Ludwig-Maximilians Universität (LMU) Munich,Selected population groups,Adults,,,Convenience sample,Participants,7554,7600,2020-05-27,2020-08-12,https://doi.org/10.1007/s15010-021-01672-z,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-04,,
The occurrence of psychosocial stress related to the COVID-19 pandemic and SARS-CoV-2 prevalence in care facilities,Local/Regional,Baden-Wuerttemberg,Ulm,Alb-Donau-Kreis,,,,,"Ulm, Alb-Donau-Kreis",Universitätsklinikum Ulm,,,,,,,,Universitätsklinikum Ulm,,,Cross sectional,Assisted living and long-term care facilities,Employees and residents from 7 care facilities in the Alb-Donau region and in the city of Ulm,Selected population groups,Adults,104,17,Convenience sample,Participants,494,500,2020-07-27,2020-08-25,https://doi.org/10.1007/s00391-021-01931-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covid-19-Antibody-Level-Monitoring-Universitätsklinikum Augsburg (CALM-UKA),Local/Regional,Bavaria,Augsburg,,,,,,Augsburg,Universitätsklinikum Augsburg,,,,,,,,Universitätsklinikum Augsburg,,,Longitudinal/Prospectice cohort study,Healthcare workers and caregivers,Employees of the Universitätsklinikum Augsburg,Selected population groups,Adults,82,17,Convenience sample,Participants,,1500,2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low incidence of SARS-CoV-2 infections in healthcare workers at a tertiary care hospital,Local/Regional,Bavaria,Regensburg,,,,,,Regensburg,University Hospital Regensburg,,,,,,,,University Hospital Regensburg,,,Longitudinal/Prospectice cohort study,Healthcare workers and caregivers,Employees with contact to  COVID-19 patients and treating COVID-19 patients,Selected population groups,Adults,,18,Convenience sample,Participants,205,200,2020-03-15,2021-02-15,https://doi.org/10.1007/s00063-021-00890-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01,
Prevalence of SARS-CoV-2 IgG antibodies among dental teams in Germany,Local/Regional,Multilocal,Berlin,Hamburg,Dresden,Stuttgart,Cologne,Düsseldorf,"Berlin, Hamburg, Dresden, Stuttgart, Cologne/Düsseldorf","University Medicine Greifswald, Department of Oral and Maxillofacial Surgery/Plastic Surgery",University Medicine Greifswald,Universitätsmedizin Greifswald,,,,,,"Department of Oral and Maxillofacial Surgery/Plastic Surgery, University Medicine Greifswald",,,Cross sectional,Healthcare workers and caregivers,"Employees and Employers of Dentistries in Berlin, Hamburg, Dresden, Stuttgart, and Cologne/Düsseldorf",Selected population groups,Adults,,,Convenience sample,Medical practices with participants,2784,2800,2021-01-15,2021-04-15,https://doi.org/10.1007/s00784-021-04363-z,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27,2022-02-01,
Combined Prospective Seroconversion and PCR Data of Selected Cohorts Indicate a High Rate of Subclinical SARS-CoV-2 Infections,Local/Regional,Lower Saxony,Hannover,Göttingen,,,,,"Hannover, Göttingen",Leibniz University Hannover,,,,,,,,"Institute for Technical Chemistry, Leibniz University Hannover",,,Repeated cross-sectional,Other groups,"Employees out of universities, schools, city administration of Hannover, theater, employees from a
biotechnological company in Goettingen, and residents and employees of two nursing homes in Hannover",Selected population groups,Multiple,104,15,Convenience sample,Participants,1883,1900,2020-04-15,2020-11-15,https://doi.org/10.1128/spectrum.01512-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-15,,
Cumulative Incidence of SARS-CoV-2 in Healthcare Workers at a General Hospital in Germany during the Pandemic—A Longitudinal Analysis,Local/Regional,North Rhine-Westphalia,Eschweiler,,,,,,Eschweiler,St. Antonius Hospital Eschweiler,,,,,,,,"Clinik for Acute and Emergency Medicine, St. Antonius Hospital Eschweiler",,,Longitudinal/Prospectice cohort study,Healthcare workers and caregivers,Medical staff of the St. Antonius hospital in Eschweiler,Selected population groups,Adults,75,18,Convenience sample,Participants,1212,1200,2020-04-15,2021-04-15,https://doi.org/10.1183/13993003.congress-2021.PA3187,https://doi.org/10.3390/ijerph19042429,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-10,
Prevalence of COVID-19 in children in Baden-Württemberg - Sample A,Local/Regional,Baden-Wuerttemberg,Heidelberg,Ulm,Freiburg,Tübingen,,,"Heidelberg, Ulm, Freiburg, Tübingen",Universitätsklinikum Heidelberg,Universitätsklinikum Freiburg,Universitätsklinikum Ulm,Universitätsklinikum Tübingen,"Zentrum für Infektionskrankheiten und Zentrum für Kinder- und Jugendmedizin, Universitätsklinikum Heidelberg","Centrum für Chronische Immundefizienz im Zentrum für Translationale Zellforschung, Universitätsklinikum Freiburg","Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Ulm","Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Tübingen","Zentrum für Infektionskrankheiten und Zentrum für Kinder- und Jugendmedizin, Universitätsklinikum Heidelberg; Centrum für Chronische Immundefizienz im Zentrum für Translationale Zellforschung, Universitätsklinikum Freiburg; Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Ulm; Klinik für Kinder- und Jugendmedizin, Universitätsklinikum Tübingen",,,Cross sectional,Household and Community Samples,Children aged 1-10 years,General population,Children/adolescents ≤18 years,10,1,Convenience sample,Participants,2482,2482,2020-04-22,2020-05-15,,,,,,Seroprevalence of children 1-10 years of age,https://doi.org/10.1001/jamapediatrics.2021.0001,2021-01-22,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,EUROIMMUN,ROCHE,In-house,,,,,"EUROIMMUN, ROCHE, In-house",Adjusted for test-specificity/test-sensitivity,,,0.006,0.003,0.01,2021-08-20,2021-10-17,
